Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA4300764,WALDEN WEST,NC,NR,T1,SANTA CLARA  ,GW
CA4300766,"SARATOGA SPRINGS, INC.",NC,D1,T2,SANTA CLARA  ,SW
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,C,D1,TD,SANTA CLARA  ,GW
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,C,D1,T1,SANTA CLARA  ,GW
CA4300779,LAKESIDE SD-LAKESIDE SCHOOL,NTNC,D1,TD,SANTA CLARA  ,GW
CA4300783,HKN LLC,NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300791,"WESTERN DIGITAL TECHNOLOGIES, INC.",NTNC,D2,TD,SANTA CLARA  ,GW
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,C,D1,TD,SANTA CLARA  ,GW
CA4300808,O'CONNOR HOSPITAL,NTNC,D2,TD,SANTA CLARA  ,SWP
CA4300814,SCC ANIMAL SHELTER/AIRPORT,NC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300815,COYOTE LAKE COUNTY PARK,NC,D1,TD,SANTA CLARA  ,GW
CA4300816,EL CAMINO HOSPITAL,NTNC,D2,There are no treatment plants,SANTA CLARA  ,SWP
CA4300831,MT. EDEN MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CLARA  ,SWP
CA4300832,SOUTH COUNTY RETIREMENT HOME,C,D1,TD,SANTA CLARA  ,GW
CA4300833,SANTA CLARA VALLEY MEDICAL CENTER,NTNC,D2,There are no treatment plants,SANTA CLARA  ,SWP
CA4300834,CAMP SARATOGA,C,,T1,SANTA CLARA  ,SW
CA4300839,SAN MARTIN LIONS CLUB,NC,D1,TD,SANTA CLARA  ,GW
CA4300851,GARLIC WORLD,NC,NR,There are no treatment plants,SANTA CLARA  ,GW
CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,C,D1,There are no treatment plants,SANTA CLARA  ,SWP
CA4300859,LEARNING SERVICES CORP.,NTNC,D1,TD,SANTA CLARA  ,GW
CA4300909,LICK OBSERVATORY-UCSC,C,D1,T2,SANTA CLARA  ,SW
CA4300912,MECCHI WATER COMPANY,C,D1,TD,SANTA CLARA  ,GW
CA4300924,PARKWAY LAKES RV PARK,C,D1,TD,SANTA CLARA  ,GW
CA4300929,MURIEL WRIGHT RESIDENTIAL CENTER,NTNC,D1,TD,SANTA CLARA  ,GWP
CA4300937,FIELD SPORTS PARK/COYOTE RANCH,NC,D1,TD,SANTA CLARA  ,GW
CA4300939,COUNTRYSIDE MUSHROOMS INC,NTNC,D1,T1,SANTA CLARA  ,GW
CA4300941,MONTEREY MUSHROOMS,NTNC,D1,T2,SANTA CLARA  ,GW
CA4300948,METCALF MOTORCYCLE COUNTY PARK,NC,D1,TD,SANTA CLARA  ,GW
CA4300949,MT. HAMILTON GRANDVIEW RESTAURANT,NC,NR,TD,SANTA CLARA  ,GW
CA4300951,REFORESTATION TECHNOLOGIES INTERNATIONAL,NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300957,CHRISTOPHER RANCH L.L.C.,NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300964,"NEWBY ISLAND LANDFILL, REPUBLIC SERVICES",NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300967,COYOTE VALLEY SPORTING CLAYS,NC,NR,There are no treatment plants,SANTA CLARA  ,GW
CA4300971,PG&E METCALF,NTNC,D1,TD,SANTA CLARA  ,GW
CA4300976,SEED TESTING REAL ESTATE II LLC,NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CLARA  ,SWP
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,C,D1,T1,SANTA CLARA  ,GW
CA4300983,WILLOW HEIGHTS MANSION,NC,NR,T1,SANTA CLARA  ,GW
CA4300986,CINNABAR HILLS GOLF CLUB,NTNC,D1,T2,SANTA CLARA  ,SWP
CA4300987,CALERO COUNTY PARK,NC,NR,There are no treatment plants,SANTA CLARA  ,GW
CA4300988,GEORGE CHIALA FARMS INC,NTNC,D1,TD,SANTA CLARA  ,GW
CA4300989,"GARLIC COUNTRY GOLF, INC.",NC,NR,There are no treatment plants,SANTA CLARA  ,GW
CA4300991,CHITACTAC-ADAMS COUNTY PARK,NC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300993,Z BEST PRODUCTS,NTNC,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4300994,COYOTE VALLEY RV RESORT,C,D1,TD,SANTA CLARA  ,GW
CA4300996,VALLEY VIEW RANCHES,C,D1,T1,SANTA CLARA  ,GW
CA4300997,NASA AMES RESEARCH CENTER,C,D2,There are no treatment plants,SANTA CLARA  ,SWP
CA4300998,HENRY W COE STATE PARK - DOWDY RANCH,NC,NR,TD,SANTA CLARA  ,GW
CA4300999,UVAS PINES RV PARK,C,D1,TD,SANTA CLARA  ,GW
CA4301003,VO UU BUDDHIST MEDITATION ASSOCIATION,NC,NR,T2,SANTA CLARA  ,GW
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CLARA  ,GW
CA4301006,FORTINO WINERY,NC,NR,There are no treatment plants,SANTA CLARA  ,GW
CA4301011,NESTLDOWN RANCH,NC,NR,T1,SANTA CLARA  ,GW
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,C,D1,T1,SANTA CLARA  ,GW
CA4301014,ALMA LATTER-DAY SAINTS CHURCH,NC,NR,TD,SANTA CLARA  ,GW
CA4310001,CWSC LOS ALTOS SUBURBAN,C,D5,TD,SANTA CLARA  ,SWP
CA4310004,CITY OF GILROY,C,D4,T1,SANTA CLARA  ,GW
CA4310005,CITY OF MILPITAS,C,D5,There are no treatment plants,SANTA CLARA  ,SWP
CA4310006,CITY OF MORGAN HILL,C,D4,TD,SANTA CLARA  ,GW
CA4310007,CITY OF MOUNTAIN VIEW,C,D4,T2,SANTA CLARA  ,SWP
CA4310009,CITY OF PALO ALTO,C,D5,TD,SANTA CLARA  ,SWP
CA4310011,SAN JOSE WATER,C,D5,T5,SANTA CLARA  ,SW
CA4310012,CITY OF SANTA CLARA,C,D5,There are no treatment plants,SANTA CLARA  ,SWP
CA4310013,STANFORD UNIVERSITY,C,D3,There are no treatment plants,SANTA CLARA  ,SWP
CA4310014,CITY OF SUNNYVALE,C,D4,There are no treatment plants,SANTA CLARA  ,SWP
CA4310018,CITY OF CUPERTINO,C,D5,TD,SANTA CLARA  ,SWP
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,C,D3,There are no treatment plants,SANTA CLARA  ,SWP
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,C,D5,There are no treatment plants,SANTA CLARA  ,SWP
CA4310021,PURISSIMA HILLS WATER DISTRICT,C,D2,There are no treatment plants,SANTA CLARA  ,SWP
CA4310022,GREAT OAKS WC INC,C,D4,TD,SANTA CLARA  ,GW
CA4310027,SANTA CLARA VALLEY WATER DISTRICT,C,D4,T5,SANTA CLARA  ,SW
CA4310028,SAN JOSE STATE UNIVERSITY,C,D3,There are no treatment plants,SANTA CLARA  ,GWP
CA4310300,CSP HENRY W. COE STATE PARK,NC,NR,TD,SANTA CLARA  ,GW
CA4390001,SOUTH BAY WATER RECYCLING PROJECT,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390002,SOUTH COUNTY REGIONAL WW AUTHORITY,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390003,SUNNYVALE WATER RECLAMATION PROGRAM,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390004,LION'S GATE RESERVE,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390005,CITY OF MILPITAS RECYCLED WATER SYSTEM,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390006,PALO ALTO MOUNTAIN VIEW RECYCLED WTR PRJ,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390007,SANTA CLARA VALLEY WATER DISTRICT,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390008,SAN JOSE WATER CO. RECYCLED WATER,NP,NR,There are no treatment plants,SANTA CLARA  ,
CA4390009,CITY OF MOUNTAIN VIEW RECYCLED WATER,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390010,FACEBOOK RECYCLED WATER,NP,,There are no treatment plants,SAN MATEO  ,
CA4390011,GOOGLE PLANETARY VENTURES,NP,,There are no treatment plants,SANTA CLARA  ,
CA4390012,MICROSOFT SILICON VALLEY RECYCLED WATER,NP,,There are no treatment plants,SANTA CLARA  ,
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,C,D1,TD,SANTA CRUZ  ,GW
CA4400505,DAVID BRUCE WINERY,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400517,LAKEVIEW APARTMENTS,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400526,BIG REDWOOD PARK WATER,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400528,LAUREL COMMUNITY LEAGUE,C,D1,T1,SANTA CRUZ  ,GU
CA4400530,LAND OF MEDICINE BUDDHA,NTNC,D1,T1,SANTA CRUZ  ,GW
CA4400543,R A FARMS,NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400557,ST FRANCIS TRACT WATER SYSTEM,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400558,SAN ANDREAS MUTUAL WATER CO,C,D1,T1,SANTA CRUZ  ,GW
CA4400559,SUMMIT MUTUAL WATER COMPANY,C,D1,T2,SANTA CRUZ  ,SW
CA4400570,MOUNTAIN SUMMIT MUTUAL WATER SYSTEM,NC,NR,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400571,DAVENPORT COUNTY SANITATION,C,D1,T2,SANTA CRUZ  ,SW
CA4400572,FERN GROVE WATER CLUB,C,D1,TD,SANTA CRUZ  ,GW
CA4400582,PINE TREE LANE MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400585,RIDGEVIEW ESTATES MWC,C,D1,T1,SANTA CRUZ  ,GW
CA4400595,VILLA DEL MONTE MWC,C,D1,T2,SANTA CRUZ  ,SW
CA4400597,LA MADRONA ATHLETIC CLUB,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400598,"PURESOURCE WATER, INC",C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400599,SUNSET BEACH MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400604,BRACKEN BRAE COUNTRY CLUB,C,D1,There are no treatment plants,SANTA CRUZ  ,GWP
CA4400605,CRESTWOOD HEIGHTS WATER ASSN,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400608,FOREST SPRINGS,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400611,JARVIS MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400613,LAS COLINAS ROAD & WATER ASSN,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400617,SUMMIT WEST MUTUAL WATER CO.,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400618,RIDGE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SANTA CRUZ  ,SWP
CA4400619,ENCHANTED VALLEY,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400621,RIVER GROVE MUTUAL WATER ASSN,C,D1,T2,SANTA CRUZ  ,SW
CA4400624,RANCHO CORRALITOS,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400625,VISTA ROBLES ASSOCIATION,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400631,LAS CUMBRES MUTUAL WATER CO,C,D1,T3,SANTA CRUZ  ,SW
CA4400634,APTOS HILLS MUTUAL WATER CO,C,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,C,D1,T2,SANTA CRUZ  ,SW
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400652,"CATHEDRAL HILLS MWC, INC",C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400660,RANCHO SAN ANDREAS,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400662,SANTA CRUZ MOUNTAIN PURE WC,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400664,JARDINES DEL VALLE,C,D1,T1,SANTA CRUZ  ,GW
CA4400665,MEADOWRIDGE MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400667,EMERALD CITY MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400668,SUNNY ACRES MWC,NC,NR,T1,SANTA CRUZ  ,GW
CA4400684,APTOS RIDGE MUTUAL WATER CO,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400692,ALLAN LANE WATER ASSOCIATION,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400701,QUAKER CENTER,NC,NR,T2,SANTA CRUZ  ,SW
CA4400704,BOULDER CREEK SCOUT RESERV.,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400705,VAJRAYANA FOUNDATION,NC,D1,TD,SANTA CRUZ  ,GW
CA4400709,KOINONIA CONFERENCE GROUNDS,NC,NR,TD,SANTA CRUZ  ,GW
CA4400710,CAMP ST FRANCIS,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400711,CAMP CHESEBROUGH,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400715,HIDDEN FALLS GIRL SCOUT CAMP,NC,NR,T2,SANTA CRUZ  ,SW
CA4400717,KENNOLYN CAMP,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400723,MISSION SPRINGS CONFERENCE CENTER,C,D2,T2,SANTA CRUZ  ,GW
CA4400725,SANTA CRUZ COUNTY FAIRGROUNDS,NTNC,D1,TD,SANTA CRUZ  ,GW
CA4400726,SEVENTH DAY ADVENTIST CAMP,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400750,APTOS HIGH SCHOOL,NTNC,D1,TD,SANTA CRUZ  ,GW
CA4400751,BONNY DOON SCHOOL,NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400753,CABRILLO COLLEGE,NTNC,D1,TD,SANTA CRUZ  ,GW
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,C,D2,There are no treatment plants,SANTA CRUZ  ,GW
CA4400755,MONTEREY BAY ACADEMY,C,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400756,MOUNTAIN ELEMENTARY SCHOOL,NTNC,D1,T1,SANTA CRUZ  ,GW
CA4400757,ALIANZA CHARTER SCHOOL/WCSA,NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400758,RENAISSANCE HIGH SCHOOL,NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400762,SHERIFF'S REHAB,C,D1,TD,SANTA CRUZ  ,GW
CA4400763,BUENA VISTA MIGRANT CENTER,C,D1,T2,SANTA CRUZ  ,GW
CA4400764,MOUNT MADONNA CENTER,C,D1,T1,SANTA CRUZ  ,GW
CA4400774,SANTA CRUZ KOA CAMPGROUNDS,NC,NR,TD,SANTA CRUZ  ,GW
CA4400800,BIG CREEK LUMBER COMPANY,NTNC,D1,T1,SANTA CRUZ  ,GW
CA4400801,LOCKHEED MARTIN SPACE SYSTEMS,NTNC,D2,T2,SANTA CRUZ  ,SW
CA4400823,SPRING HILLS GOLF COURSE,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400825,ROARING CAMP RAILROAD INC,NC,NR,TD,SANTA CRUZ  ,GW
CA4400850,THE WILLOWS RESORT,C,D1,T1,SANTA CRUZ  ,GW
CA4400851,KIM SON MONASTERY,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400875,SANTA CRUZ WALDORF SCHOOL,NTNC,D1,T1,SANTA CRUZ  ,GW
CA4400902,GIZDICH HOME RANCH,NC,NR,T1,SANTA CRUZ  ,GW
CA4400903,ELEVATE ADDICTION SERVICES,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400904,CASSIN RANCH (DRISCOLL'S),NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400905,KITAYAMA BROTHERS,NTNC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400906,MYSTERY SPOT SNACK SHACK,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4400907,SWANTON BERRY FARM,NC,D1,There are no treatment plants,SANTA CRUZ  ,GW
CA4400908,LOS ALTOS ROD AND GUN CLUB,NC,NR,T1,SANTA CRUZ  ,GW
CA4400912,LOCH LOMOND REC AREA SANTA CRUZ WD,NC,NR,T1,SANTA CRUZ  ,SWP
CA4400913,ST CLARE'S RETREAT,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4410001,BIG BASIN WATER COMPANY,C,D3,TD,SANTA CRUZ  ,GW
CA4410002,SLVWD - FELTON WATER SYSTEM,C,D3,T3,SANTA CRUZ  ,SW
CA4410008,"MT. HERMON ASSOCIATION, INC.",C,D2,TD,SANTA CRUZ  ,GW
CA4410010,SANTA CRUZ WATER DEPARTMENT,C,D5,T5,SANTA CRUZ  ,SW
CA4410011,"WATSONVILLE, CITY OF",C,D4,T3,SANTA CRUZ  ,SW
CA4410013,SCOTTS VALLEY WATER DISTRICT,C,D4,T2,SANTA CRUZ  ,GW
CA4410014,SAN LORENZO VALLEY WATER DIST,C,D4,T3,SANTA CRUZ  ,SW
CA4410016,FOREST LAKES MWC,C,D2,T2,SANTA CRUZ  ,GU
CA4410017,SOQUEL CREEK WATER DISTRICT,C,D4,T2,SANTA CRUZ  ,GW
CA4410018,CENTRAL WATER DISTRICT,C,D3,TD,SANTA CRUZ  ,GW
CA4410304,CSP-NATURE CENTER,NC,NR,There are no treatment plants,SANTA CRUZ  ,GW
CA4410306,CSP - RANCHO DEL OSO,NC,NR,T1,SANTA CRUZ  ,GW
CA4410308,CSP- KIRKWOOD ENTRANCE,NC,NR,T1,SANTA CRUZ  ,GW
CA4410800,BEN LOMOND CONSERVATION CAMP,NTNC,D1,T1,SANTA CRUZ  ,GW
CA4490001,SCOTTS VALLEY RECYCLED WATER PROGRAM,NP,,There are no treatment plants,SANTA CRUZ  ,
CA4490002,DAVENPORT CO SANITATION DISTRICT,NP,,There are no treatment plants,SANTA CRUZ  ,
CA4490003,WATSONVILLE WATER RECYCLING PROJECT,NP,,There are no treatment plants,SANTA CRUZ  ,
CA4490004,PASATIEMPO GOLF COURSE,NP,,There are no treatment plants,SANTA CRUZ  ,
CA4490005,SANTA CRUZ RECYCLED WATER PROGRAM,NP,,There are no treatment plants,SANTA CRUZ  ,
CA4490006,SOQUEL CREEK WATER DISTRICT GWR PROGRAM,NP,,Missing treatment classification in SDWIS,SANTA CRUZ  ,GW
CA4490007,UCSC HAGAR RECYCLED WATER SYSTEM,NP,,There are no treatment plants, ,
CA4500003,MEL MAR MUTUAL WATER CO,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500006,"SHASTA CSA - SUGARLOAF, #2",C,D1,T2,SHASTA  ,SW
CA4500007,VERDE VALE WATER COMPANY,C,D1,TD,SHASTA  ,GW
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,C,D2,T2,SHASTA  ,GW
CA4500009,CORTLAND PINES MUTUAL WATER CO,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500011,ANDREINI BUSINESS PARK WATER SYSTEM,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,C,D1,TD,SHASTA  ,GW
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,C,D1,T1,SHASTA  ,GW
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,C,D1,T2,SHASTA  ,SW
CA4500015,"SHASTA CSA - CASTELLA, #3",C,D1,T2,SHASTA  ,SW
CA4500016,LAKEHEAD SUBD MUTUAL WATER CO,C,D1,TD,SHASTA  ,GW
CA4500017,MOOSE CAMP,NC,D1,There are no treatment plants,SHASTA  ,GW
CA4500018,SALT CREEK SUMMER HOMES,NC,D1,TD,SHASTA  ,GW
CA4500020,TRAIL IN RV CAMPGROUND,NC,NR,TD,SHASTA  ,GW
CA4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,C,D1,T2,SHASTA  ,SW
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,C,D1,T2,SHASTA  ,SW
CA4500024,USFS/LASSEN HAT CREEK CAMPGRND,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500028,"SHASTA CSA - CRAGVIEW, #23",C,D1,T2,SHASTA  ,SW
CA4500030,USFS/LASSEN HAT CR WORK CENTER,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500035,SISKIYOU FOREST PRODUCTS,NTNC,D1,TD,SHASTA  ,GW
CA4500036,COLEMAN NATIONAL FISH HATCHERY,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500037,SHASTA-SUSTAINABLE RESOURCES MANAGEMENT,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500041,ANDERSON UNION HIGH SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500053,ANTLERS RESORT & RV PARK,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500054,BALLS FERRY FISHING RESORT,C,D1,TD,SHASTA  ,GW
CA4500058,BURNEY FALLS RESORT,NC,NR,TD,SHASTA  ,GW
CA4500061,PG&E - CASSEL CAMPGROUND,NC,NR,TD,SHASTA  ,GW
CA4500062,LONE TREE MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500063,CEDAR CREEK MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500066,CLEAR CREEK MOBILE PARK,C,D1,TD,SHASTA  ,GW
CA4500071,PELORIA DIGGER BAY LLC,NC,NR,TD,SHASTA  ,GW
CA4500072,"HAT CREEK RESORT & RV PARK, LLC",NC,NR,T2,SHASTA  ,SW
CA4500078,LAKEHEAD CAMPGROUND & RV PARK,NC,NR,TD,SHASTA  ,GW
CA4500080,LAKESHORE RV PARK,NC,NR,TD,SHASTA  ,GW
CA4500081,LAZY LANDING MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500082,MIDWAY MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500083,PG&E - MCCUMBER CAMPGROUND,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500085,LIVING SPRINGS RV & CABINS RESORT,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500086,PG&E - NORTHSHORE CAMPGROUND,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500089,PINE RIDGE PARK ESTATES,C,D1,TD,SHASTA  ,GW
CA4500090,MT LASSEN / SHINGLETOWN RV PARK,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500092,RIVER BREEZE MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500093,CANYON CREEK MHP,C,D1,TD,SHASTA  ,GW
CA4500094,RIVERLAND MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500097,SALT CREEK RESORT LLC,NC,NR,TD,SHASTA  ,GW
CA4500098,ANDERSON MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500099,SHASTA LAKE RV RESORT,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500101,LAKE SHASTA PINES RV PARK & CAMPGROUND,C,D1,TD,SHASTA  ,GW
CA4500102,NORTH REDDING RV VILLAGE,C,D1,TD,SHASTA  ,GW
CA4500104,SUNRISE MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500106,RIO VISTA MOBILEHOME ESTATES,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500107,COTTONWOOD RIDGE MANUFACTURED HOUSING CO,C,D1,TD,SHASTA  ,GW
CA4500110,SILVERTHORN RESORT,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500113,HOLIDAY HARBOR INC,NTNC,D1,TD,SHASTA  ,GW
CA4500120,CAMP SHASTA COFFEE COMPANY,NC,NR,TD,SHASTA  ,GW
CA4500140,MCGEE'S CORNER SALOON,NC,NR,TD,SHASTA  ,GW
CA4500143,ROOSTER'S LANDING,NC,NR,TD,SHASTA  ,GW
CA4500149,REDDING TRAVEL CENTER,NTNC,D1,TD,SHASTA  ,GW
CA4500153,SHASTA DISTRICT FAIR,NC,NR,TD,SHASTA  ,GW
CA4500160,PACHECO ELEMENTARY SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500161,PRAIRIE ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500163,JUNCTION SCHOOL DISTRICT,NTNC,D1,TD,SHASTA  ,GW
CA4500167,AUCTION MART SNACK BAR,NC,NR,TD,SHASTA  ,GW
CA4500170,MONTGOMERY CREEK SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500173,CASSEL PARK MUTUAL WATER CO,C,D1,TD,SHASTA  ,GW
CA4500178,LAKESHORE VILLA CENTER,NC,NR,TD,SHASTA  ,GW
CA4500180,MILLVILLE ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500181,WHITMORE UNION ELEM SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500183,BLACK BUTTE ELEMENTARY SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500184,SUGARLOAF COTTAGES,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500185,TSASDI RESORT,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500186,ANTLERS BASE CAMP,NC,D1,There are no treatment plants,SHASTA  ,GW
CA4500190,OAK RUN ELEMENTARY SCHOOL,NTNC,D1,T1,SHASTA  ,GW
CA4500191,SIERRA PACIFIC IND - ANDERSON,NTNC,D1,TD,SHASTA  ,GW
CA4500192,SHASTA LAKE MOTEL,NC,NR,There are no treatment plants,SHASTA  ,GW
CA4500193,VERDE VALE ELEMENTARY SCHOOL,NTNC,D1,TD,SHASTA  ,GW
CA4500194,VILLAGE GREEN,C,D1,TD,SHASTA  ,GW
CA4500195,STARLITE PINES MUTUAL WATER CO INC,C,D1,TD,SHASTA  ,GW
CA4500200,AMBERWOOD MOBILE HOME PARK,C,D1,TD,SHASTA  ,GW
CA4500203,RAPID RIVER MOBILEHOME PARK,C,D1,TD,SHASTA  ,GW
CA4500204,WHITE OAK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,SHASTA  ,GW
CA4500208,CLEAR CREEK MARKET,NTNC,NR,TD,SHASTA  ,GW
CA4500210,LASSEN PINES MUTUAL WATER CO INC,C,D1,T2,SHASTA  ,GU
CA4500213,JOLLY GIANT FLEA MARKET,NTNC,NR,TD,SHASTA  ,GW
CA4500214,WEST VALLEY HIGH SCHOOL,NTNC,D1,There are no treatment plants,SHASTA  ,GW
CA4500215,ANTLERS SHELL / SUBWAY,NC,NR,TD,SHASTA  ,GW
CA4500216,SUN OAKS RACQUET CLUB,NTNC,NR,TD,SHASTA  ,GW
CA4500217,ANDERSON TUCKER OAKS GOLF,NC,NR,TD,SHASTA  ,GW
CA4500219,CREEKSIDE MOBILEHOME PARK,C,D1,There are no treatment plants,SHASTA  ,GW
